Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	From
272	Waveform 1	1	166423.039937500	166423.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
272	Spectrogram 1	1	166423.039937500	166423.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
273	Waveform 1	1	166437.151937500	166437.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
273	Spectrogram 1	1	166437.151937500	166437.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
274	Waveform 1	1	166444.863937500	166444.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
274	Spectrogram 1	1	166444.863937500	166444.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
275	Waveform 1	1	166457.663937500	166457.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
275	Spectrogram 1	1	166457.663937500	166457.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
276	Waveform 1	1	166459.967937500	166460.319937500	20.0	500.0	0.9091	Band Limited Energy Detector
276	Spectrogram 1	1	166459.967937500	166460.319937500	20.0	500.0	0.9091	Band Limited Energy Detector
277	Waveform 1	1	166469.951937500	166470.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
277	Spectrogram 1	1	166469.951937500	166470.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
278	Waveform 1	1	166485.535937500	166485.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
278	Spectrogram 1	1	166485.535937500	166485.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
279	Waveform 1	1	166493.119937500	166493.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
279	Spectrogram 1	1	166493.119937500	166493.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
280	Waveform 1	1	166510.463937500	166510.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
280	Spectrogram 1	1	166510.463937500	166510.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
281	Waveform 1	1	166525.727937500	166526.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
281	Spectrogram 1	1	166525.727937500	166526.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
282	Waveform 1	1	166556.063937500	166556.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
282	Spectrogram 1	1	166556.063937500	166556.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
283	Waveform 1	1	166574.239937500	166574.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
283	Spectrogram 1	1	166574.239937500	166574.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
284	Waveform 1	1	166579.839937500	166579.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
284	Spectrogram 1	1	166579.839937500	166579.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
285	Waveform 1	1	166587.327937500	166587.615937500	20.0	500.0	0.8889	Band Limited Energy Detector
285	Spectrogram 1	1	166587.327937500	166587.615937500	20.0	500.0	0.8889	Band Limited Energy Detector
286	Waveform 1	1	166611.551937500	166611.679937500	20.0	500.0	0.7500	Band Limited Energy Detector
286	Spectrogram 1	1	166611.551937500	166611.679937500	20.0	500.0	0.7500	Band Limited Energy Detector
287	Waveform 1	1	166619.487937500	166619.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
287	Spectrogram 1	1	166619.487937500	166619.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
288	Waveform 1	1	166641.887937500	166642.175937500	20.0	500.0	1.0000	Band Limited Energy Detector
288	Spectrogram 1	1	166641.887937500	166642.175937500	20.0	500.0	1.0000	Band Limited Energy Detector
289	Waveform 1	1	166644.831937500	166645.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
289	Spectrogram 1	1	166644.831937500	166645.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
290	Waveform 1	1	166669.151937500	166669.471937500	20.0	500.0	1.0000	Band Limited Energy Detector
290	Spectrogram 1	1	166669.151937500	166669.471937500	20.0	500.0	1.0000	Band Limited Energy Detector
291	Waveform 1	1	166675.391937500	166675.807937500	20.0	500.0	0.9231	Band Limited Energy Detector
291	Spectrogram 1	1	166675.391937500	166675.807937500	20.0	500.0	0.9231	Band Limited Energy Detector
292	Waveform 1	1	166687.167937500	166687.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
292	Spectrogram 1	1	166687.167937500	166687.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
293	Waveform 1	1	166714.527937500	166714.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
293	Spectrogram 1	1	166714.527937500	166714.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
294	Waveform 1	1	166732.127937500	166732.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
294	Spectrogram 1	1	166732.127937500	166732.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
295	Waveform 1	1	166748.031937500	166748.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
295	Spectrogram 1	1	166748.031937500	166748.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
296	Waveform 1	1	166759.711937500	166760.031937500	20.0	500.0	0.8000	Band Limited Energy Detector
296	Spectrogram 1	1	166759.711937500	166760.031937500	20.0	500.0	0.8000	Band Limited Energy Detector
297	Waveform 1	1	166769.503937500	166769.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
297	Spectrogram 1	1	166769.503937500	166769.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
298	Waveform 1	1	166777.247937500	166777.503937500	20.0	500.0	1.0000	Band Limited Energy Detector
298	Spectrogram 1	1	166777.247937500	166777.503937500	20.0	500.0	1.0000	Band Limited Energy Detector
299	Waveform 1	1	166780.031937500	166780.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
299	Spectrogram 1	1	166780.031937500	166780.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
300	Waveform 1	1	166784.095937500	166784.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
300	Spectrogram 1	1	166784.095937500	166784.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
301	Waveform 1	1	166820.447937500	166820.703937500	20.0	500.0	1.0000	Band Limited Energy Detector
301	Spectrogram 1	1	166820.447937500	166820.703937500	20.0	500.0	1.0000	Band Limited Energy Detector
302	Waveform 1	1	166822.719937500	166822.943937500	20.0	500.0	1.0000	Band Limited Energy Detector
302	Spectrogram 1	1	166822.719937500	166822.943937500	20.0	500.0	1.0000	Band Limited Energy Detector
303	Waveform 1	1	166839.455937500	166839.615937500	20.0	500.0	1.0000	Band Limited Energy Detector
303	Spectrogram 1	1	166839.455937500	166839.615937500	20.0	500.0	1.0000	Band Limited Energy Detector
304	Waveform 1	1	166840.799937500	166841.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
304	Spectrogram 1	1	166840.799937500	166841.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
305	Waveform 1	1	166851.743937500	166851.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
305	Spectrogram 1	1	166851.743937500	166851.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
306	Waveform 1	1	166858.335937500	166858.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
306	Spectrogram 1	1	166858.335937500	166858.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
307	Waveform 1	1	166861.951937500	166862.303937500	20.0	500.0	1.0000	Band Limited Energy Detector
307	Spectrogram 1	1	166861.951937500	166862.303937500	20.0	500.0	1.0000	Band Limited Energy Detector
308	Waveform 1	1	166882.623937500	166882.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
308	Spectrogram 1	1	166882.623937500	166882.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
309	Waveform 1	1	166891.007937500	166891.167937500	20.0	500.0	1.0000	Band Limited Energy Detector
309	Spectrogram 1	1	166891.007937500	166891.167937500	20.0	500.0	1.0000	Band Limited Energy Detector
310	Waveform 1	1	166892.127937500	166892.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
310	Spectrogram 1	1	166892.127937500	166892.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
311	Waveform 1	1	166910.879937500	166911.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
311	Spectrogram 1	1	166910.879937500	166911.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
312	Waveform 1	1	166950.239937500	166950.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
312	Spectrogram 1	1	166950.239937500	166950.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
313	Waveform 1	1	166987.455937500	166987.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
313	Spectrogram 1	1	166987.455937500	166987.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
314	Waveform 1	1	166997.087937500	166997.247937500	20.0	500.0	0.8000	Band Limited Energy Detector
314	Spectrogram 1	1	166997.087937500	166997.247937500	20.0	500.0	0.8000	Band Limited Energy Detector
315	Waveform 1	1	167022.207937500	167022.527937500	20.0	500.0	0.8000	Band Limited Energy Detector
315	Spectrogram 1	1	167022.207937500	167022.527937500	20.0	500.0	0.8000	Band Limited Energy Detector
316	Waveform 1	1	167044.319937500	167044.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
316	Spectrogram 1	1	167044.319937500	167044.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
317	Waveform 1	1	167048.543937500	167048.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
317	Spectrogram 1	1	167048.543937500	167048.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
318	Waveform 1	1	167066.655937500	167066.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
318	Spectrogram 1	1	167066.655937500	167066.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
319	Waveform 1	1	167082.207937500	167082.399937500	20.0	500.0	1.0000	Band Limited Energy Detector
319	Spectrogram 1	1	167082.207937500	167082.399937500	20.0	500.0	1.0000	Band Limited Energy Detector
320	Waveform 1	1	167091.903937500	167092.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
320	Spectrogram 1	1	167091.903937500	167092.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
321	Waveform 1	1	167103.935937500	167104.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
321	Spectrogram 1	1	167103.935937500	167104.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
322	Waveform 1	1	167114.335937500	167114.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
322	Spectrogram 1	1	167114.335937500	167114.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
323	Waveform 1	1	167125.023937500	167125.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
323	Spectrogram 1	1	167125.023937500	167125.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
324	Waveform 1	1	167139.103937500	167139.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
324	Spectrogram 1	1	167139.103937500	167139.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
325	Waveform 1	1	167144.991937500	167145.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
325	Spectrogram 1	1	167144.991937500	167145.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
326	Waveform 1	1	167148.223937500	167148.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
326	Spectrogram 1	1	167148.223937500	167148.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
327	Waveform 1	1	167154.879937500	167155.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
327	Spectrogram 1	1	167154.879937500	167155.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
328	Waveform 1	1	167163.231937500	167163.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
328	Spectrogram 1	1	167163.231937500	167163.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
329	Waveform 1	1	167168.031937500	167168.255937500	20.0	500.0	0.8571	Band Limited Energy Detector
329	Spectrogram 1	1	167168.031937500	167168.255937500	20.0	500.0	0.8571	Band Limited Energy Detector
330	Waveform 1	1	167169.951937500	167170.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
330	Spectrogram 1	1	167169.951937500	167170.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
331	Waveform 1	1	167189.599937500	167189.727937500	20.0	500.0	1.0000	Band Limited Energy Detector
331	Spectrogram 1	1	167189.599937500	167189.727937500	20.0	500.0	1.0000	Band Limited Energy Detector
332	Waveform 1	1	167196.831937500	167197.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
332	Spectrogram 1	1	167196.831937500	167197.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
333	Waveform 1	1	167199.167937500	167199.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
333	Spectrogram 1	1	167199.167937500	167199.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
334	Waveform 1	1	167217.279937500	167217.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
334	Spectrogram 1	1	167217.279937500	167217.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
335	Waveform 1	1	167224.415937500	167224.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
335	Spectrogram 1	1	167224.415937500	167224.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
336	Waveform 1	1	167228.575937500	167228.799937500	20.0	500.0	1.0000	Band Limited Energy Detector
336	Spectrogram 1	1	167228.575937500	167228.799937500	20.0	500.0	1.0000	Band Limited Energy Detector
337	Waveform 1	1	167244.319937500	167244.543937500	20.0	500.0	0.8571	Band Limited Energy Detector
337	Spectrogram 1	1	167244.319937500	167244.543937500	20.0	500.0	0.8571	Band Limited Energy Detector
338	Waveform 1	1	167255.007937500	167255.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
338	Spectrogram 1	1	167255.007937500	167255.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
339	Waveform 1	1	167256.767937500	167256.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
339	Spectrogram 1	1	167256.767937500	167256.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
340	Waveform 1	1	167259.839937500	167260.159937500	20.0	500.0	0.9000	Band Limited Energy Detector
340	Spectrogram 1	1	167259.839937500	167260.159937500	20.0	500.0	0.9000	Band Limited Energy Detector
341	Waveform 1	1	167260.767937500	167260.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
341	Spectrogram 1	1	167260.767937500	167260.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
342	Waveform 1	1	167273.215937500	167273.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
342	Spectrogram 1	1	167273.215937500	167273.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
343	Waveform 1	1	167274.431937500	167274.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
343	Spectrogram 1	1	167274.431937500	167274.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
344	Waveform 1	1	167294.143937500	167294.271937500	20.0	500.0	1.0000	Band Limited Energy Detector
344	Spectrogram 1	1	167294.143937500	167294.271937500	20.0	500.0	1.0000	Band Limited Energy Detector
345	Waveform 1	1	167305.055937500	167305.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
345	Spectrogram 1	1	167305.055937500	167305.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
346	Waveform 1	1	167306.335937500	167306.495937500	20.0	500.0	1.0000	Band Limited Energy Detector
346	Spectrogram 1	1	167306.335937500	167306.495937500	20.0	500.0	1.0000	Band Limited Energy Detector
347	Waveform 1	1	167310.591937500	167310.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
347	Spectrogram 1	1	167310.591937500	167310.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
348	Waveform 1	1	167323.775937500	167323.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
348	Spectrogram 1	1	167323.775937500	167323.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
349	Waveform 1	1	167361.183937500	167361.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
349	Spectrogram 1	1	167361.183937500	167361.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
350	Waveform 1	1	167365.343937500	167365.503937500	20.0	500.0	1.0000	Band Limited Energy Detector
350	Spectrogram 1	1	167365.343937500	167365.503937500	20.0	500.0	1.0000	Band Limited Energy Detector
351	Waveform 1	1	167378.111937500	167378.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
351	Spectrogram 1	1	167378.111937500	167378.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
352	Waveform 1	1	167380.351937500	167380.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
352	Spectrogram 1	1	167380.351937500	167380.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
353	Waveform 1	1	167390.367937500	167390.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
353	Spectrogram 1	1	167390.367937500	167390.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
354	Waveform 1	1	167403.807937500	167403.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
354	Spectrogram 1	1	167403.807937500	167403.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
355	Waveform 1	1	167413.951937500	167414.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
355	Spectrogram 1	1	167413.951937500	167414.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
356	Waveform 1	1	167420.447937500	167420.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
356	Spectrogram 1	1	167420.447937500	167420.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
357	Waveform 1	1	167421.183937500	167421.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
357	Spectrogram 1	1	167421.183937500	167421.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
358	Waveform 1	1	167422.495937500	167422.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
358	Spectrogram 1	1	167422.495937500	167422.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
359	Waveform 1	1	167423.935937500	167424.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
359	Spectrogram 1	1	167423.935937500	167424.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
360	Waveform 1	1	167425.439937500	167425.727937500	20.0	500.0	1.0000	Band Limited Energy Detector
360	Spectrogram 1	1	167425.439937500	167425.727937500	20.0	500.0	1.0000	Band Limited Energy Detector
361	Waveform 1	1	167434.975937500	167435.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
361	Spectrogram 1	1	167434.975937500	167435.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
362	Waveform 1	1	167443.103937500	167443.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
362	Spectrogram 1	1	167443.103937500	167443.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
363	Waveform 1	1	167445.023937500	167445.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
363	Spectrogram 1	1	167445.023937500	167445.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
364	Waveform 1	1	167448.543937500	167448.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
364	Spectrogram 1	1	167448.543937500	167448.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
365	Waveform 1	1	167460.639937500	167460.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
365	Spectrogram 1	1	167460.639937500	167460.863937500	20.0	500.0	1.0000	Band Limited Energy Detector
366	Waveform 1	1	167466.143937500	167466.271937500	20.0	500.0	1.0000	Band Limited Energy Detector
366	Spectrogram 1	1	167466.143937500	167466.271937500	20.0	500.0	1.0000	Band Limited Energy Detector
367	Waveform 1	1	167472.287937500	167472.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
367	Spectrogram 1	1	167472.287937500	167472.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
368	Waveform 1	1	167478.495937500	167478.655937500	20.0	500.0	1.0000	Band Limited Energy Detector
368	Spectrogram 1	1	167478.495937500	167478.655937500	20.0	500.0	1.0000	Band Limited Energy Detector
369	Waveform 1	1	167480.671937500	167480.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
369	Spectrogram 1	1	167480.671937500	167480.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
370	Waveform 1	1	167482.847937500	167483.135937500	20.0	500.0	1.0000	Band Limited Energy Detector
370	Spectrogram 1	1	167482.847937500	167483.135937500	20.0	500.0	1.0000	Band Limited Energy Detector
371	Waveform 1	1	167487.711937500	167487.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
371	Spectrogram 1	1	167487.711937500	167487.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
372	Waveform 1	1	167502.111937500	167502.527937500	20.0	500.0	0.9231	Band Limited Energy Detector
372	Spectrogram 1	1	167502.111937500	167502.527937500	20.0	500.0	0.9231	Band Limited Energy Detector
373	Waveform 1	1	167506.367937500	167506.559937500	20.0	500.0	0.8333	Band Limited Energy Detector
373	Spectrogram 1	1	167506.367937500	167506.559937500	20.0	500.0	0.8333	Band Limited Energy Detector
374	Waveform 1	1	167509.279937500	167509.535937500	20.0	500.0	0.8750	Band Limited Energy Detector
374	Spectrogram 1	1	167509.279937500	167509.535937500	20.0	500.0	0.8750	Band Limited Energy Detector
375	Waveform 1	1	167528.575937500	167528.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
375	Spectrogram 1	1	167528.575937500	167528.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
376	Waveform 1	1	167553.055937500	167553.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
376	Spectrogram 1	1	167553.055937500	167553.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
377	Waveform 1	1	167554.943937500	167555.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
377	Spectrogram 1	1	167554.943937500	167555.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
378	Waveform 1	1	167578.623937500	167578.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
378	Spectrogram 1	1	167578.623937500	167578.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
379	Waveform 1	1	167580.351937500	167580.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
379	Spectrogram 1	1	167580.351937500	167580.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
380	Waveform 1	1	167581.215937500	167581.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
380	Spectrogram 1	1	167581.215937500	167581.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
381	Waveform 1	1	167585.695937500	167585.855937500	20.0	500.0	0.8000	Band Limited Energy Detector
381	Spectrogram 1	1	167585.695937500	167585.855937500	20.0	500.0	0.8000	Band Limited Energy Detector
382	Waveform 1	1	167588.447937500	167588.671937500	20.0	500.0	0.8571	Band Limited Energy Detector
382	Spectrogram 1	1	167588.447937500	167588.671937500	20.0	500.0	0.8571	Band Limited Energy Detector
383	Waveform 1	1	167607.967937500	167608.063937500	20.0	500.0	1.0000	Band Limited Energy Detector
383	Spectrogram 1	1	167607.967937500	167608.063937500	20.0	500.0	1.0000	Band Limited Energy Detector
384	Waveform 1	1	167614.911937500	167615.135937500	20.0	500.0	0.8571	Band Limited Energy Detector
384	Spectrogram 1	1	167614.911937500	167615.135937500	20.0	500.0	0.8571	Band Limited Energy Detector
385	Waveform 1	1	167635.519937500	167635.775937500	20.0	500.0	1.0000	Band Limited Energy Detector
385	Spectrogram 1	1	167635.519937500	167635.775937500	20.0	500.0	1.0000	Band Limited Energy Detector
386	Waveform 1	1	167650.367937500	167650.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
386	Spectrogram 1	1	167650.367937500	167650.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
387	Waveform 1	1	167694.527937500	167694.655937500	20.0	500.0	1.0000	Band Limited Energy Detector
387	Spectrogram 1	1	167694.527937500	167694.655937500	20.0	500.0	1.0000	Band Limited Energy Detector
388	Waveform 1	1	167701.823937500	167702.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
388	Spectrogram 1	1	167701.823937500	167702.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
389	Waveform 1	1	167704.575937500	167704.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
389	Spectrogram 1	1	167704.575937500	167704.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
390	Waveform 1	1	167706.463937500	167706.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
390	Spectrogram 1	1	167706.463937500	167706.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
391	Waveform 1	1	167709.087937500	167709.247937500	20.0	500.0	0.8000	Band Limited Energy Detector
391	Spectrogram 1	1	167709.087937500	167709.247937500	20.0	500.0	0.8000	Band Limited Energy Detector
392	Waveform 1	1	167730.463937500	167730.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
392	Spectrogram 1	1	167730.463937500	167730.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
393	Waveform 1	1	167742.975937500	167743.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
393	Spectrogram 1	1	167742.975937500	167743.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
394	Waveform 1	1	167764.703937500	167764.991937500	20.0	500.0	0.7778	Band Limited Energy Detector
394	Spectrogram 1	1	167764.703937500	167764.991937500	20.0	500.0	0.7778	Band Limited Energy Detector
395	Waveform 1	1	167766.239937500	167766.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
395	Spectrogram 1	1	167766.239937500	167766.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
396	Waveform 1	1	167769.663937500	167769.823937500	20.0	500.0	1.0000	Band Limited Energy Detector
396	Spectrogram 1	1	167769.663937500	167769.823937500	20.0	500.0	1.0000	Band Limited Energy Detector
397	Waveform 1	1	167774.847937500	167775.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
397	Spectrogram 1	1	167774.847937500	167775.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
398	Waveform 1	1	167782.559937500	167782.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
398	Spectrogram 1	1	167782.559937500	167782.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
399	Waveform 1	1	167791.807937500	167792.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
399	Spectrogram 1	1	167791.807937500	167792.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
400	Waveform 1	1	167808.191937500	167808.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
400	Spectrogram 1	1	167808.191937500	167808.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
401	Waveform 1	1	167810.463937500	167810.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
401	Spectrogram 1	1	167810.463937500	167810.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
402	Waveform 1	1	167825.215937500	167825.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
402	Spectrogram 1	1	167825.215937500	167825.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
403	Waveform 1	1	167832.479937500	167832.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
403	Spectrogram 1	1	167832.479937500	167832.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
404	Waveform 1	1	167837.727937500	167837.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
404	Spectrogram 1	1	167837.727937500	167837.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
405	Waveform 1	1	167839.807937500	167839.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
405	Spectrogram 1	1	167839.807937500	167839.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
406	Waveform 1	1	167843.199937500	167843.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
406	Spectrogram 1	1	167843.199937500	167843.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
407	Waveform 1	1	167861.663937500	167861.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
407	Spectrogram 1	1	167861.663937500	167861.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
408	Waveform 1	1	167872.255937500	167872.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
