Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	From
135	Spectrogram 1	1	151861.279937500	151861.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
136	Waveform 1	1	151868.703937500	151868.927937500	20.0	500.0	1.0000	Band Limited Energy Detector
136	Spectrogram 1	1	151868.703937500	151868.927937500	20.0	500.0	1.0000	Band Limited Energy Detector
137	Waveform 1	1	151872.127937500	151872.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
137	Spectrogram 1	1	151872.127937500	151872.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
138	Waveform 1	1	151882.431937500	151882.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
138	Spectrogram 1	1	151882.431937500	151882.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
139	Waveform 1	1	151898.111937500	151898.239937500	20.0	500.0	1.0000	Band Limited Energy Detector
139	Spectrogram 1	1	151898.111937500	151898.239937500	20.0	500.0	1.0000	Band Limited Energy Detector
140	Waveform 1	1	151901.407937500	151901.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
140	Spectrogram 1	1	151901.407937500	151901.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
141	Waveform 1	1	151913.247937500	151913.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
141	Spectrogram 1	1	151913.247937500	151913.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
142	Waveform 1	1	151916.383937500	151916.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
142	Spectrogram 1	1	151916.383937500	151916.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
143	Waveform 1	1	151919.007937500	151919.295937500	20.0	500.0	1.0000	Band Limited Energy Detector
143	Spectrogram 1	1	151919.007937500	151919.295937500	20.0	500.0	1.0000	Band Limited Energy Detector
144	Waveform 1	1	151934.399937500	151934.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
144	Spectrogram 1	1	151934.399937500	151934.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
145	Waveform 1	1	151965.759937500	151966.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
145	Spectrogram 1	1	151965.759937500	151966.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
146	Waveform 1	1	151980.031937500	151980.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
146	Spectrogram 1	1	151980.031937500	151980.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
147	Waveform 1	1	151985.087937500	151985.343937500	20.0	500.0	0.8750	Band Limited Energy Detector
147	Spectrogram 1	1	151985.087937500	151985.343937500	20.0	500.0	0.8750	Band Limited Energy Detector
148	Waveform 1	1	151993.663937500	151993.919937500	20.0	500.0	0.8750	Band Limited Energy Detector
148	Spectrogram 1	1	151993.663937500	151993.919937500	20.0	500.0	0.8750	Band Limited Energy Detector
149	Waveform 1	1	152020.031937500	152020.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
149	Spectrogram 1	1	152020.031937500	152020.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
150	Waveform 1	1	152034.751937500	152034.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
150	Spectrogram 1	1	152034.751937500	152034.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
151	Waveform 1	1	152036.351937500	152036.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
151	Spectrogram 1	1	152036.351937500	152036.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
152	Waveform 1	1	152044.863937500	152045.087937500	20.0	500.0	0.8571	Band Limited Energy Detector
152	Spectrogram 1	1	152044.863937500	152045.087937500	20.0	500.0	0.8571	Band Limited Energy Detector
153	Waveform 1	1	152051.615937500	152051.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
153	Spectrogram 1	1	152051.615937500	152051.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
154	Waveform 1	1	152067.135937500	152067.423937500	20.0	500.0	1.0000	Band Limited Energy Detector
154	Spectrogram 1	1	152067.135937500	152067.423937500	20.0	500.0	1.0000	Band Limited Energy Detector
155	Waveform 1	1	152093.535937500	152093.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
155	Spectrogram 1	1	152093.535937500	152093.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
156	Waveform 1	1	152101.951937500	152102.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
156	Spectrogram 1	1	152101.951937500	152102.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
157	Waveform 1	1	152116.895937500	152117.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
157	Spectrogram 1	1	152116.895937500	152117.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
158	Waveform 1	1	152117.599937500	152117.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
158	Spectrogram 1	1	152117.599937500	152117.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
159	Waveform 1	1	152118.431937500	152118.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
159	Spectrogram 1	1	152118.431937500	152118.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
160	Waveform 1	1	152118.431937500	152118.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
160	Spectrogram 1	1	152118.431937500	152118.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
161	Waveform 1	1	152132.031937500	152132.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
161	Spectrogram 1	1	152132.031937500	152132.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
162	Waveform 1	1	152145.343937500	152145.471937500	20.0	500.0	1.0000	Band Limited Energy Detector
162	Spectrogram 1	1	152145.343937500	152145.471937500	20.0	500.0	1.0000	Band Limited Energy Detector
163	Waveform 1	1	152150.591937500	152150.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
163	Spectrogram 1	1	152150.591937500	152150.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
164	Waveform 1	1	152151.999937500	152152.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
164	Spectrogram 1	1	152151.999937500	152152.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
165	Waveform 1	1	152162.207937500	152162.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
165	Spectrogram 1	1	152162.207937500	152162.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
166	Waveform 1	1	152169.119937500	152169.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
166	Spectrogram 1	1	152169.119937500	152169.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
167	Waveform 1	1	152187.263937500	152187.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
167	Spectrogram 1	1	152187.263937500	152187.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
168	Waveform 1	1	152191.391937500	152191.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
168	Spectrogram 1	1	152191.391937500	152191.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
169	Waveform 1	1	152199.327937500	152199.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
169	Spectrogram 1	1	152199.327937500	152199.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
170	Waveform 1	1	152223.615937500	152223.743937500	20.0	500.0	0.7500	Band Limited Energy Detector
170	Spectrogram 1	1	152223.615937500	152223.743937500	20.0	500.0	0.7500	Band Limited Energy Detector
171	Waveform 1	1	152243.551937500	152243.711937500	20.0	500.0	1.0000	Band Limited Energy Detector
171	Spectrogram 1	1	152243.551937500	152243.711937500	20.0	500.0	1.0000	Band Limited Energy Detector
172	Waveform 1	1	152253.663937500	152253.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
172	Spectrogram 1	1	152253.663937500	152253.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
173	Waveform 1	1	152259.295937500	152259.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
173	Spectrogram 1	1	152259.295937500	152259.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
174	Waveform 1	1	152289.215937500	152289.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
174	Spectrogram 1	1	152289.215937500	152289.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
175	Waveform 1	1	152299.679937500	152299.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
175	Spectrogram 1	1	152299.679937500	152299.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
176	Waveform 1	1	152311.359937500	152311.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
176	Spectrogram 1	1	152311.359937500	152311.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
177	Waveform 1	1	152332.223937500	152332.479937500	20.0	500.0	0.8750	Band Limited Energy Detector
177	Spectrogram 1	1	152332.223937500	152332.479937500	20.0	500.0	0.8750	Band Limited Energy Detector
178	Waveform 1	1	152334.399937500	152334.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
178	Spectrogram 1	1	152334.399937500	152334.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
179	Waveform 1	1	152345.055937500	152345.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
179	Spectrogram 1	1	152345.055937500	152345.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
180	Waveform 1	1	152356.255937500	152356.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
180	Spectrogram 1	1	152356.255937500	152356.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
181	Waveform 1	1	152364.095937500	152364.383937500	20.0	500.0	0.8889	Band Limited Energy Detector
181	Spectrogram 1	1	152364.095937500	152364.383937500	20.0	500.0	0.8889	Band Limited Energy Detector
182	Waveform 1	1	152371.871937500	152371.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
182	Spectrogram 1	1	152371.871937500	152371.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
183	Waveform 1	1	152381.567937500	152381.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
183	Spectrogram 1	1	152381.567937500	152381.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
184	Waveform 1	1	152391.199937500	152391.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
184	Spectrogram 1	1	152391.199937500	152391.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
185	Waveform 1	1	152396.031937500	152396.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
185	Spectrogram 1	1	152396.031937500	152396.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
186	Waveform 1	1	152433.023937500	152433.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
186	Spectrogram 1	1	152433.023937500	152433.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
187	Waveform 1	1	152441.119937500	152441.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
187	Spectrogram 1	1	152441.119937500	152441.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
188	Waveform 1	1	152508.511937500	152508.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
188	Spectrogram 1	1	152508.511937500	152508.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
189	Waveform 1	1	152547.519937500	152547.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
189	Spectrogram 1	1	152547.519937500	152547.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
190	Waveform 1	1	152628.127937500	152628.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
190	Spectrogram 1	1	152628.127937500	152628.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
191	Waveform 1	1	152663.711937500	152663.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
191	Spectrogram 1	1	152663.711937500	152663.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
192	Waveform 1	1	152687.711937500	152687.839937500	20.0	500.0	1.0000	Band Limited Energy Detector
192	Spectrogram 1	1	152687.711937500	152687.839937500	20.0	500.0	1.0000	Band Limited Energy Detector
193	Waveform 1	1	152719.295937500	152719.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
193	Spectrogram 1	1	152719.295937500	152719.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
194	Waveform 1	1	152903.231937500	152903.359937500	20.0	500.0	0.7500	Band Limited Energy Detector
194	Spectrogram 1	1	152903.231937500	152903.359937500	20.0	500.0	0.7500	Band Limited Energy Detector
195	Waveform 1	1	153008.063937500	153008.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
195	Spectrogram 1	1	153008.063937500	153008.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
196	Waveform 1	1	153075.455937500	153075.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
196	Spectrogram 1	1	153075.455937500	153075.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
197	Waveform 1	1	153080.735937500	153080.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
197	Spectrogram 1	1	153080.735937500	153080.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
198	Waveform 1	1	153116.703937500	153116.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
198	Spectrogram 1	1	153116.703937500	153116.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
199	Waveform 1	1	153581.695937500	153581.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
199	Spectrogram 1	1	153581.695937500	153581.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
200	Waveform 1	1	153859.327937500	153859.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
200	Spectrogram 1	1	153859.327937500	153859.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
201	Waveform 1	1	153879.871937500	153880.063937500	20.0	500.0	0.8333	Band Limited Energy Detector
201	Spectrogram 1	1	153879.871937500	153880.063937500	20.0	500.0	0.8333	Band Limited Energy Detector
202	Waveform 1	1	154025.471937500	154025.663937500	20.0	500.0	1.0000	Band Limited Energy Detector
202	Spectrogram 1	1	154025.471937500	154025.663937500	20.0	500.0	1.0000	Band Limited Energy Detector
203	Waveform 1	1	154050.271937500	154050.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
203	Spectrogram 1	1	154050.271937500	154050.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
204	Waveform 1	1	154079.839937500	154080.063937500	20.0	500.0	1.0000	Band Limited Energy Detector
204	Spectrogram 1	1	154079.839937500	154080.063937500	20.0	500.0	1.0000	Band Limited Energy Detector
205	Waveform 1	1	154140.191937500	154140.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
205	Spectrogram 1	1	154140.191937500	154140.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
206	Waveform 1	1	154242.559937500	154242.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
206	Spectrogram 1	1	154242.559937500	154242.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
207	Waveform 1	1	154650.303937500	154650.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
207	Spectrogram 1	1	154650.303937500	154650.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
208	Waveform 1	1	155133.951937500	155134.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
208	Spectrogram 1	1	155133.951937500	155134.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
209	Waveform 1	1	155509.663937500	155509.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
209	Spectrogram 1	1	155509.663937500	155509.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
210	Waveform 1	1	155631.935937500	155632.159937500	20.0	500.0	0.8571	Band Limited Energy Detector
210	Spectrogram 1	1	155631.935937500	155632.159937500	20.0	500.0	0.8571	Band Limited Energy Detector
211	Waveform 1	1	155818.111937500	155818.207937500	20.0	500.0	1.0000	Band Limited Energy Detector
211	Spectrogram 1	1	155818.111937500	155818.207937500	20.0	500.0	1.0000	Band Limited Energy Detector
212	Waveform 1	1	156346.207937500	156346.463937500	20.0	500.0	1.0000	Band Limited Energy Detector
212	Spectrogram 1	1	156346.207937500	156346.463937500	20.0	500.0	1.0000	Band Limited Energy Detector
213	Waveform 1	1	156533.311937500	156533.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
213	Spectrogram 1	1	156533.311937500	156533.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
214	Waveform 1	1	156866.751937500	156866.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
214	Spectrogram 1	1	156866.751937500	156866.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
215	Waveform 1	1	157060.063937500	157060.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
215	Spectrogram 1	1	157060.063937500	157060.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
216	Waveform 1	1	158159.711937500	158159.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
216	Spectrogram 1	1	158159.711937500	158159.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
217	Waveform 1	1	158232.927937500	158233.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
217	Spectrogram 1	1	158232.927937500	158233.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
218	Waveform 1	1	158281.823937500	158282.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
218	Spectrogram 1	1	158281.823937500	158282.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
219	Waveform 1	1	158312.959937500	158313.247937500	20.0	500.0	1.0000	Band Limited Energy Detector
219	Spectrogram 1	1	158312.959937500	158313.247937500	20.0	500.0	1.0000	Band Limited Energy Detector
220	Waveform 1	1	158318.719937500	158318.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
220	Spectrogram 1	1	158318.719937500	158318.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
221	Waveform 1	1	158374.623937500	158374.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
221	Spectrogram 1	1	158374.623937500	158374.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
222	Waveform 1	1	158383.455937500	158383.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
222	Spectrogram 1	1	158383.455937500	158383.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
223	Waveform 1	1	158385.663937500	158385.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
223	Spectrogram 1	1	158385.663937500	158385.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
224	Waveform 1	1	158417.983937500	158418.175937500	20.0	500.0	1.0000	Band Limited Energy Detector
224	Spectrogram 1	1	158417.983937500	158418.175937500	20.0	500.0	1.0000	Band Limited Energy Detector
225	Waveform 1	1	158432.383937500	158432.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
225	Spectrogram 1	1	158432.383937500	158432.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
226	Waveform 1	1	152116.895937500	152117.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
226	Spectrogram 1	1	152116.895937500	152117.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
227	Waveform 1	1	158607.839937500	158607.999937500	20.0	500.0	0.8000	Band Limited Energy Detector
227	Spectrogram 1	1	158607.839937500	158607.999937500	20.0	500.0	0.8000	Band Limited Energy Detector
228	Waveform 1	1	158666.303937500	158666.431937500	20.0	500.0	0.7500	Band Limited Energy Detector
228	Spectrogram 1	1	158666.303937500	158666.431937500	20.0	500.0	0.7500	Band Limited Energy Detector
229	Waveform 1	1	158686.719937500	158686.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
229	Spectrogram 1	1	158686.719937500	158686.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
230	Waveform 1	1	158820.607937500	158820.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
230	Spectrogram 1	1	158820.607937500	158820.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
231	Waveform 1	1	158906.623937500	158906.751937500	20.0	500.0	0.7500	Band Limited Energy Detector
231	Spectrogram 1	1	158906.623937500	158906.751937500	20.0	500.0	0.7500	Band Limited Energy Detector
232	Waveform 1	1	158989.727937500	158989.823937500	20.0	500.0	1.0000	Band Limited Energy Detector
232	Spectrogram 1	1	158989.727937500	158989.823937500	20.0	500.0	1.0000	Band Limited Energy Detector
233	Waveform 1	1	159021.727937500	159021.983937500	20.0	500.0	1.0000	Band Limited Energy Detector
233	Spectrogram 1	1	159021.727937500	159021.983937500	20.0	500.0	1.0000	Band Limited Energy Detector
234	Waveform 1	1	159071.071937500	159071.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
234	Spectrogram 1	1	159071.071937500	159071.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
235	Waveform 1	1	159247.423937500	159247.679937500	20.0	500.0	1.0000	Band Limited Energy Detector
235	Spectrogram 1	1	159247.423937500	159247.679937500	20.0	500.0	1.0000	Band Limited Energy Detector
236	Waveform 1	1	159267.583937500	159267.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
236	Spectrogram 1	1	159267.583937500	159267.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
237	Waveform 1	1	161101.727937500	161101.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
237	Spectrogram 1	1	161101.727937500	161101.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
238	Waveform 1	1	162052.383937500	162052.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
238	Spectrogram 1	1	162052.383937500	162052.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
239	Waveform 1	1	162403.231937500	162403.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
239	Spectrogram 1	1	162403.231937500	162403.391937500	20.0	500.0	1.0000	Band Limited Energy Detector
240	Waveform 1	1	164234.399937500	164234.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
240	Spectrogram 1	1	164234.399937500	164234.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
241	Waveform 1	1	164818.367937500	164818.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
241	Spectrogram 1	1	164818.367937500	164818.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
242	Waveform 1	1	164824.159937500	164824.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
242	Spectrogram 1	1	164824.159937500	164824.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
243	Waveform 1	1	164858.911937500	164859.103937500	20.0	500.0	1.0000	Band Limited Energy Detector
243	Spectrogram 1	1	164858.911937500	164859.103937500	20.0	500.0	1.0000	Band Limited Energy Detector
244	Waveform 1	1	164883.391937500	164883.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
244	Spectrogram 1	1	164883.391937500	164883.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
245	Waveform 1	1	164904.831937500	164905.055937500	20.0	500.0	1.0000	Band Limited Energy Detector
245	Spectrogram 1	1	164904.831937500	164905.055937500	20.0	500.0	1.0000	Band Limited Energy Detector
246	Waveform 1	1	164928.575937500	164928.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
246	Spectrogram 1	1	164928.575937500	164928.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
247	Waveform 1	1	165005.343937500	165005.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
247	Spectrogram 1	1	165005.343937500	165005.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
248	Waveform 1	1	165082.303937500	165082.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
248	Spectrogram 1	1	165082.303937500	165082.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
249	Waveform 1	1	165105.535937500	165105.887937500	20.0	500.0	0.9091	Band Limited Energy Detector
249	Spectrogram 1	1	165105.535937500	165105.887937500	20.0	500.0	0.9091	Band Limited Energy Detector
250	Waveform 1	1	165487.071937500	165487.327937500	20.0	500.0	0.8750	Band Limited Energy Detector
250	Spectrogram 1	1	165487.071937500	165487.327937500	20.0	500.0	0.8750	Band Limited Energy Detector
251	Waveform 1	1	166075.807937500	166075.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
251	Spectrogram 1	1	166075.807937500	166075.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
252	Waveform 1	1	166096.831937500	166096.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
252	Spectrogram 1	1	166096.831937500	166096.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
253	Waveform 1	1	166119.935937500	166120.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
253	Spectrogram 1	1	166119.935937500	166120.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
254	Waveform 1	1	166126.271937500	166126.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
254	Spectrogram 1	1	166126.271937500	166126.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
255	Waveform 1	1	166182.815937500	166182.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
255	Spectrogram 1	1	166182.815937500	166182.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
256	Waveform 1	1	166182.815937500	166182.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
256	Spectrogram 1	1	166182.815937500	166182.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
257	Waveform 1	1	166196.415937500	166196.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
257	Spectrogram 1	1	166196.415937500	166196.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
258	Waveform 1	1	166258.335937500	166258.591937500	20.0	500.0	0.7500	Band Limited Energy Detector
258	Spectrogram 1	1	166258.335937500	166258.591937500	20.0	500.0	0.7500	Band Limited Energy Detector
259	Waveform 1	1	166260.127937500	166260.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
259	Spectrogram 1	1	166260.127937500	166260.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
260	Waveform 1	1	166269.983937500	166270.367937500	20.0	500.0	0.8333	Band Limited Energy Detector
260	Spectrogram 1	1	166269.983937500	166270.367937500	20.0	500.0	0.8333	Band Limited Energy Detector
261	Waveform 1	1	166309.759937500	166309.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
261	Spectrogram 1	1	166309.759937500	166309.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
262	Waveform 1	1	166323.199937500	166323.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
262	Spectrogram 1	1	166323.199937500	166323.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
263	Waveform 1	1	166328.511937500	166328.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
263	Spectrogram 1	1	166328.511937500	166328.671937500	20.0	500.0	1.0000	Band Limited Energy Detector
264	Waveform 1	1	166336.415937500	166336.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
264	Spectrogram 1	1	166336.415937500	166336.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
265	Waveform 1	1	166345.983937500	166346.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
265	Spectrogram 1	1	166345.983937500	166346.079937500	20.0	500.0	1.0000	Band Limited Energy Detector
266	Waveform 1	1	166357.119937500	166357.439937500	20.0	500.0	0.9000	Band Limited Energy Detector
266	Spectrogram 1	1	166357.119937500	166357.439937500	20.0	500.0	0.9000	Band Limited Energy Detector
267	Waveform 1	1	166372.607937500	166372.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
267	Spectrogram 1	1	166372.607937500	166372.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
268	Waveform 1	1	166375.231937500	166375.391937500	20.0	500.0	0.8000	Band Limited Energy Detector
268	Spectrogram 1	1	166375.231937500	166375.391937500	20.0	500.0	0.8000	Band Limited Energy Detector
269	Waveform 1	1	166414.847937500	166415.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
269	Spectrogram 1	1	166414.847937500	166415.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
270	Waveform 1	1	166418.847937500	166419.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
270	Spectrogram 1	1	166418.847937500	166419.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
271	Waveform 1	1	166420.255937500	166420.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
271	Spectrogram 1	1	166420.255937500	166420.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
